time,DevID,Name,Description,battery_level,co2,humidity,temperature
"2025-11-24T04:22:10.244Z","24E124725E331230","Soins","Batiment 3",93,309,47.5,15.6
"2025-11-24T04:22:41.405Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,45,16.2
"2025-11-24T04:22:42.777Z","24E124725E335166","Depot 9","Batiment 5",99,288,49.5,15
"2025-11-24T04:24:08.092Z","24E124725E336069","Salle 33","Batiment 1",93,325,46.5,18.5
"2025-11-24T04:24:11.297Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,436,44,17.6
"2025-11-24T04:24:40.953Z","24E124725E331398","Labo - 6","Batiment 1",93,375,55,15.4
"2025-11-24T04:24:42.916Z","24E124725E336062","Reserve 6","Batiment 2",99,424,31,26.3
"2025-11-24T04:24:44.556Z","24E124725E336091","Salle 32","Batiment 1",93,345,28,28.7
"2025-11-24T04:25:06.366Z","24E124725E331960","Classe 22","Bâtiment 6",88,181,45,17.3
"2025-11-24T04:25:08.175Z","24E124725E330736","Salle étude 1","Batiment 8",98,304,48,16.1
"2025-11-24T04:25:09.493Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,475,56.5,14
"2025-11-24T04:25:40.764Z","24E124725E330286","Classe 7","Batiment 5",93,327,44,16.2
"2025-11-24T04:25:41.926Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,497,43,18.4
"2025-11-24T04:26:07.866Z","24E124725E330532","Reserve - 11","Batiment 2",99,341,50.5,16.2
"2025-11-24T04:26:10.154Z","24E124725E331496","Classe 14","Batiment 5",93,440,45.5,15.4
"2025-11-24T04:27:08.765Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,434,48,16.9
"2025-11-24T04:27:09.442Z","24E124725E331183","WC Personnel -- 20","Batiment 2",99,296,51.5,16.3
"2025-11-24T04:27:11.785Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,404,48.5,16.2
"2025-11-24T04:27:40.962Z","24E124725E330953","CDI","Batiment 3",93,416,45.5,15.6
"2025-11-24T04:28:37.944Z","24E124725E330210","Vie scolaire - 3","Batiment 4",99,482,42.5,17.3
"2025-11-24T04:28:40.233Z","24E124725E331366","Classe 6","Batiment 5",93,369,43,16.5
"2025-11-24T04:29:10.761Z","24E124725E331208","Classe 9","Batiment 5",92,433,42.5,16.5
"2025-11-24T04:29:13.847Z","24E124725E331241","Classe 17","Bâtiment 6",87,428,52,15.8
"2025-11-24T04:29:42.333Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,434,53.5,15.7
"2025-11-24T04:30:12.244Z","24E124725E330429","Labo - 10","Batiment 1",93,282,51,16
"2025-11-24T04:30:42.377Z","24E124725E330537","Infirmerie ","Batiment 3",93,338,48.5,15.4
"2025-11-24T04:30:46.323Z","24E124725E331335","Atelier - 7","Batiment 4",93,298,52.5,14.5
"2025-11-24T04:31:11.563Z","24E124725E330011","WC - 12","Batiment 1",93,581,54,16.7
"2025-11-24T04:31:13.174Z","24E124725E338893","Direction - 26","Batiment 3",93,365,45.5,15.4
"2025-11-24T04:32:15.163Z","24E124725E330668","Sanitaire 23","Batiment 3",99,433,45,17.7
"2025-11-24T04:32:39.265Z","24E124725E338876","Secretariat - 25","Batiment 3",93,424,43,16.8
"2025-11-24T04:33:13.366Z","24E124725E333857","S T P ","Batiment 3",93,430,43.5,16.2
"2025-11-24T04:33:36.656Z","24E124725E336493","Dépot 5","Bâtiment 6",88,316,52,15.7
"2025-11-24T04:34:10.406Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,298,46.5,18.1
"2025-11-24T04:34:39.697Z","24E124725E330652","Gardien - 29","Batiment 3",93,425,47,15.8
"2025-11-24T04:34:41.005Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,310,39,20
"2025-11-24T04:35:12.647Z","24E124725E339027","Classe 16","Bâtiment 6",87,434,44.5,15.9
"2025-11-24T04:35:37.961Z","24E124725E331262","Classe 12","Batiment 5",92,426,42.5,16.6
"2025-11-24T04:35:41.017Z","24E124725E331454","Cantine","Batiment 1",93,397,47.5,17.2
"2025-11-24T04:36:07.870Z","24E124725E330593","Classe 10","Batiment 5",92,389,33.5,22.5
"2025-11-24T04:36:39.247Z","24E124725E339012","Conseiller - 18","Batiment 3",93,371,41.5,16.6
"2025-11-24T04:37:11.903Z","24E124725E330837","Classe 5","Batiment 5",92,537,45,17.1
"2025-11-24T04:37:40.526Z","24E124725E331500","Labo - 8","Batiment 1",93,411,44,19.1
"2025-11-24T04:38:44.647Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,399,45.5,15.4
"2025-11-24T04:39:11.655Z","24E124725E330689","Plonge","Batiment 2",99,178,55,14.8
"2025-11-24T04:39:14.386Z","24E124725E331618","Classe 1","Batiment 5",92,426,50.5,15.9
"2025-11-24T04:39:41.616Z","24E124725E331392","Salle des profs","Batiment 3",93,394,47,15.8
"2025-11-24T04:40:09.466Z","24E124725E330302","Classe 19","Bâtiment 6",87,464,47.5,16.2
"2025-11-24T04:40:10.856Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,427,54.5,14.2
"2025-11-24T04:40:12.908Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,222,53,14.1
"2025-11-24T04:40:40.885Z","24E124725E331437","Classe 8","Batiment 5",99,343,47,15.8
"2025-11-24T04:40:41.396Z","24E124725E331502","WC - 11","Batiment 1",93,423,47,19.4
"2025-11-24T04:41:09.569Z","24E124725E331914","Orientation ","Batiment 3",93,383,49.5,17.6
"2025-11-24T04:41:10.140Z","24E124725E331504","Préau","Batiment 2",99,288,62,11.8
"2025-11-24T04:41:11.731Z","24E124725E331515","Salle de réunion","Batiment 3",96,10000,45.5,15.6
"2025-11-24T04:41:41.849Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,380,49,16.1
"2025-11-24T04:42:38.441Z","24E124725E338938","Lingerie ","Batiment 3",93,360,47.5,16.1
"2025-11-24T04:42:42.649Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,459,51,17.2
"2025-11-24T04:43:05.428Z","24E124725E330658","Classe 30","Batiment 2",98,425,37.5,19.7
"2025-11-24T04:43:38.551Z","24E124725E332202","Classe 18","Bâtiment 6",87,463,57.5,13.2
"2025-11-24T04:43:39.852Z","24E124725E333932","Classe 4","Bâtiment 5",92,649,48.5,15.9
"2025-11-24T04:44:11.009Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,417,44.5,17
"2025-11-24T04:44:39.099Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,422,44.5,18.2
"2025-11-24T04:45:11.039Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,376,51.5,15.8
"2025-11-24T04:45:11.970Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,216,49,15.6
"2025-11-24T04:45:12.530Z","24E124725E338930","Couloir bureaux","Batiment 3",99,400,42,17.3
"2025-11-24T04:45:13.941Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,508,55,15.1
"2025-11-24T04:45:41.487Z","24E124725E331967","Classe 23","Bâtiment 6",87,418,46.5,16.4
"2025-11-24T04:46:40.532Z","24E124725E331405","Cuisine ","Batiment 2",99,450,51.5,16
"2025-11-24T04:46:40.606Z","24E124725E330680","Classe 21","Bâtiment 6",86,530,40.5,19
"2025-11-24T04:46:41.371Z","24E124725E330535","Gestion - 30","Batiment 3",93,433,59,10.2
"2025-11-24T04:47:14.689Z","24E124725E335373","Classe 2","Batiment 5",92,399,47,16.1
"2025-11-24T04:48:41.631Z","24E124725E338949","Salle 31 ","Batiment 1",93,455,48.5,16.8
"2025-11-24T04:49:07.432Z","24E124725E330344","Sanitaire 22","Batiment 3",99,366,52,15.9
"2025-11-24T04:49:38.751Z","24E124725E335870","Classe 13","Batiment 5",92,391,45.5,15.9
"2025-11-24T04:49:41.528Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,227,47,16.7
"2025-11-24T04:50:07.984Z","24E124725E331396","Salle 34","Batiment 1",99,389,48.5,16.2
"2025-11-24T04:50:10.161Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,335,54,12.4
"2025-11-24T04:51:09.869Z","24E124725E331314","Vestiaire 6","Bâtiment 6",88,355,72,15
"2025-11-24T04:51:10.600Z","24E124725E331912","Classe 11","Batiment 5",99,396,44.5,15.8
"2025-11-24T04:52:07.492Z","24E124725E331230","Soins","Batiment 3",93,299,47.5,15.5
"2025-11-24T04:52:09.591Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,380,51.5,16.1
"2025-11-24T04:52:40.620Z","24E124725E335166","Depot 9","Batiment 5",99,291,49.5,14.9
"2025-11-24T04:52:42.806Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,45,16.3
"2025-11-24T04:54:06.890Z","24E124725E336069","Salle 33","Batiment 1",93,336,46,18.5
"2025-11-24T04:54:10.731Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,420,44,17.7
"2025-11-24T04:54:38.639Z","24E124725E331398","Labo - 6","Batiment 1",93,364,55,15.4
"2025-11-24T04:54:42.111Z","24E124725E336091","Salle 32","Batiment 1",93,357,27.5,28.7
"2025-11-24T04:54:43.560Z","24E124725E336062","Reserve 6","Batiment 2",99,441,31,26.4
"2025-11-24T04:55:07.249Z","24E124725E330736","Salle étude 1","Batiment 8",98,305,50,15.4
"2025-11-24T04:55:09.659Z","24E124725E331960","Classe 22","Bâtiment 6",88,177,45.5,17.3
"2025-11-24T04:55:12.021Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,465,56.5,14.1
"2025-11-24T04:55:39.009Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,485,43,18.4
"2025-11-24T04:55:42.110Z","24E124725E330286","Classe 7","Batiment 5",93,339,44,16.2
"2025-11-24T04:56:06.561Z","24E124725E330532","Reserve - 11","Batiment 2",99,354,50.5,16.2
"2025-11-24T04:56:12.394Z","24E124725E331496","Classe 14","Batiment 5",93,442,45.5,15.4
"2025-11-24T04:56:36.999Z","24E124725E330620","Degagement 3 - 2","Batiment 2",99,390,44,16.7
"2025-11-24T04:57:09.301Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,404,48.5,16.2
"2025-11-24T04:57:11.410Z","24E124725E331183","WC Personnel -- 20","Batiment 2",99,301,51.5,16.3
"2025-11-24T04:57:11.950Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,438,48.5,16.6
"2025-11-24T04:57:41.381Z","24E124725E330953","CDI","Batiment 3",93,421,45.5,15.6
"2025-11-24T04:58:38.312Z","24E124725E331366","Classe 6","Batiment 5",93,375,43,16.6
"2025-11-24T04:58:39.169Z","24E124725E330612","Classe 3","Batiment 5",93,181,41.5,19.2
"2025-11-24T04:59:09.621Z","24E124725E331208","Classe 9","Batiment 5",92,444,43,16.4
"2025-11-24T04:59:12.639Z","24E124725E331241","Classe 17","Bâtiment 6",87,442,53,15.6
"2025-11-24T04:59:41.728Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,436,53.5,15.8
"2025-11-24T05:00:11.406Z","24E124725E330429","Labo - 10","Batiment 1",93,287,51,16.1
"2025-11-24T05:00:40.157Z","24E124725E330537","Infirmerie ","Batiment 3",93,366,48.5,15.4
"2025-11-24T05:00:43.225Z","24E124725E331335","Atelier - 7","Batiment 4",93,304,52.5,14.5
"2025-11-24T05:01:09.925Z","24E124725E330011","WC - 12","Batiment 1",93,568,54,16.7
"2025-11-24T05:02:11.488Z","24E124725E330668","Sanitaire 23","Batiment 3",99,420,45,17.8
"2025-11-24T05:02:41.446Z","24E124725E338876","Secretariat - 25","Batiment 3",93,424,43.5,16.7
"2025-11-24T05:03:11.747Z","24E124725E333857","S T P ","Batiment 3",93,430,44,16.2
"2025-11-24T05:03:40.305Z","24E124725E336493","Dépot 5","Bâtiment 6",88,334,52,15.7
"2025-11-24T05:04:13.004Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,271,46.5,18
"2025-11-24T05:04:42.015Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,298,39,20
"2025-11-24T05:04:42.625Z","24E124725E330652","Gardien - 29","Batiment 3",93,426,47,15.9
"2025-11-24T05:05:12.567Z","24E124725E339027","Classe 16","Bâtiment 6",87,430,45,15.7
"2025-11-24T05:05:15.383Z","24E124725E332014","Degagement - 15","Batiment 3",93,269,49,14.5
"2025-11-24T05:05:36.667Z","24E124725E331262","Classe 12","Batiment 5",92,412,42,17
"2025-11-24T05:05:39.465Z","24E124725E331454","Cantine","Batiment 1",93,400,47.5,16.9
"2025-11-24T05:06:06.125Z","24E124725E330593","Classe 10","Batiment 5",92,393,33.5,22.6
"2025-11-24T05:06:40.378Z","24E124725E339012","Conseiller - 18","Batiment 3",93,382,42,16.5
"2025-11-24T05:07:08.614Z","24E124725E330145","Reserve - 9 ","Batiment 2",99,506,46.5,18.9
"2025-11-24T05:07:12.375Z","24E124725E330837","Classe 5","Batiment 5",92,520,45,17.1
"2025-11-24T05:07:41.565Z","24E124725E331500","Labo - 8","Batiment 1",93,408,44,19.1
"2025-11-24T05:08:41.867Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,385,46,15.2
"2025-11-24T05:09:10.607Z","24E124725E330689","Plonge","Batiment 2",99,192,55,14.9
"2025-11-24T05:09:11.745Z","24E124725E331618","Classe 1","Batiment 5",92,431,50.5,15.9
"2025-11-24T05:09:41.824Z","24E124725E331392","Salle des profs","Batiment 3",93,390,47.5,15.8
"2025-11-24T05:10:06.405Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,420,54.5,14.5
"2025-11-24T05:10:07.266Z","24E124725E330302","Classe 19","Bâtiment 6",87,447,48,16.2
"2025-11-24T05:10:08.528Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,438,51.5,16
"2025-11-24T05:10:11.725Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,226,53,14
"2025-11-24T05:10:39.986Z","24E124725E331437","Classe 8","Batiment 5",99,353,47,15.8
"2025-11-24T05:10:42.348Z","24E124725E331502","WC - 11","Batiment 1",93,416,47,19.4
"2025-11-24T05:11:07.275Z","24E124725E331914","Orientation ","Batiment 3",93,377,49.5,17.6
"2025-11-24T05:11:09.206Z","24E124725E331515","Salle de réunion","Batiment 3",96,10000,45.5,15.5
"2025-11-24T05:11:13.247Z","24E124725E331504","Préau","Batiment 2",99,283,62,11.8
"2025-11-24T05:11:38.987Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,397,49,16.1
"2025-11-24T05:12:35.735Z","24E124725E338938","Lingerie ","Batiment 3",93,356,47.5,16.1
"2025-11-24T05:12:42.357Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,455,50.5,17.2
"2025-11-24T05:13:07.724Z","24E124725E330658","Classe 30","Batiment 2",98,414,37.5,19.8
"2025-11-24T05:13:41.048Z","24E124725E332202","Classe 18","Bâtiment 6",87,452,58,13.2
"2025-11-24T05:14:07.187Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,401,44.5,17
"2025-11-24T05:14:41.455Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,408,44.5,18.2
"2025-11-24T05:15:08.976Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,203,49,15.6
"2025-11-24T05:15:09.355Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,501,55,15.3
"2025-11-24T05:15:11.935Z","24E124725E338930","Couloir bureaux","Batiment 3",99,392,41.5,17.4
"2025-11-24T05:15:13.455Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,386,51,15.8
"2025-11-24T05:15:41.657Z","24E124725E331967","Classe 23","Bâtiment 6",87,418,47,16.4
"2025-11-24T05:16:38.514Z","24E124725E331405","Cuisine ","Batiment 2",99,459,51.5,16
"2025-11-24T05:16:39.637Z","24E124725E330680","Classe 21","Bâtiment 6",86,526,41,19
"2025-11-24T05:17:10.696Z","24E124725E335373","Classe 2","Batiment 5",92,415,47,16.1
"2025-11-24T05:18:08.405Z","24E124725E331267","Entrée - 18","Batiment 2",99,477,47.5,17.3
"2025-11-24T05:18:40.597Z","24E124725E338949","Salle 31 ","Batiment 1",93,455,48,16.9
"2025-11-24T05:19:07.327Z","24E124725E330344","Sanitaire 22","Batiment 3",99,358,51.5,15.9
"2025-11-24T05:19:44.114Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,212,47,16.7
"2025-11-24T05:20:10.326Z","24E124725E331396","Salle 34","Batiment 1",99,388,48.5,16.2
"2025-11-24T05:20:12.495Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,319,54,12.3
"2025-11-24T05:21:11.594Z","24E124725E331912","Classe 11","Batiment 5",99,399,45,15.7
"2025-11-24T05:21:13.487Z","24E124725E331314","Vestiaire 6","Bâtiment 6",88,345,72,15
"2025-11-24T05:22:12.976Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,373,51.5,16.1
"2025-11-24T05:22:39.357Z","24E124725E330635","Principal adjoint - 24","Batiment 3",93,0,45,16.3
"2025-11-24T05:22:39.465Z","24E124725E335166","Depot 9","Batiment 5",99,272,50,14.9
"2025-11-24T05:24:05.779Z","24E124725E336069","Salle 33","Batiment 1",93,333,46,18.6
"2025-11-24T05:24:09.817Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,421,44,17.6
"2025-11-24T05:24:39.837Z","24E124725E331398","Labo - 6","Batiment 1",93,395,55,15.3
"2025-11-24T05:24:43.284Z","24E124725E336062","Reserve 6","Batiment 2",99,448,31,26.4
"2025-11-24T05:24:46.035Z","24E124725E336091","Salle 32","Batiment 1",93,336,27.5,28.7
"2025-11-24T05:25:07.881Z","24E124725E330736","Salle étude 1","Batiment 8",98,307,49.5,15.8
"2025-11-24T05:25:09.064Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,460,56.5,14.1
"2025-11-24T05:25:41.066Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,494,43,18.3
"2025-11-24T05:25:41.554Z","24E124725E330286","Classe 7","Batiment 5",93,330,44,16.1
"2025-11-24T05:26:06.245Z","24E124725E330532","Reserve - 11","Batiment 2",99,353,50.5,16.2
"2025-11-24T05:26:08.075Z","24E124725E331496","Classe 14","Batiment 5",93,441,45.5,15.6
"2025-11-24T05:26:33.785Z","24E124725E330620","Degagement 3 - 2","Batiment 2",99,379,44,16.7
"2025-11-24T05:27:09.275Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,407,48.5,16.2
"2025-11-24T05:27:10.196Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,431,49,16.3
"2025-11-24T05:27:12.033Z","24E124725E331183","WC Personnel -- 20","Batiment 2",99,306,51.5,16.2
"2025-11-24T05:27:43.116Z","24E124725E330953","CDI","Batiment 3",93,418,45.5,15.6
"2025-11-24T05:28:38.025Z","24E124725E330210","Vie scolaire - 3","Batiment 4",99,484,43,17.1
"2025-11-24T05:28:38.778Z","24E124725E331366","Classe 6","Batiment 5",93,366,43,16.6
"2025-11-24T05:28:39.565Z","24E124725E330612","Classe 3","Batiment 5",92,171,42,19.2
"2025-11-24T05:29:12.098Z","24E124725E331208","Classe 9","Batiment 5",92,448,43,16.4
"2025-11-24T05:29:12.334Z","24E124725E331241","Classe 17","Bâtiment 6",87,431,53,15.4
"2025-11-24T05:29:44.353Z","24E124725E331402","Sanitaires Dames 1E - 6 ","Bâtiment 6",87,437,53.5,15.9
"2025-11-24T05:30:15.413Z","24E124725E330429","Labo - 10","Batiment 1",93,274,50.5,16.1
"2025-11-24T05:30:38.986Z","24E124725E330537","Infirmerie ","Batiment 3",93,353,48.5,15.3
"2025-11-24T05:30:46.807Z","24E124725E331335","Atelier - 7","Batiment 4",93,306,52.5,14.5
"2025-11-24T05:31:10.583Z","24E124725E338893","Direction - 26","Batiment 3",93,372,45.5,15.4
"2025-11-24T05:31:12.992Z","24E124725E330011","WC - 12","Batiment 1",93,541,54,16.7
"2025-11-24T05:32:13.414Z","24E124725E330668","Sanitaire 23","Batiment 3",99,409,45,17.7
"2025-11-24T05:32:40.295Z","24E124725E338876","Secretariat - 25","Batiment 3",93,429,43.5,16.6
"2025-11-24T05:33:12.084Z","24E124725E333857","S T P ","Batiment 3",93,434,44,16.2
"2025-11-24T05:33:37.695Z","24E124725E336493","Dépot 5","Bâtiment 6",88,338,52,15.7
"2025-11-24T05:34:09.604Z","24E124725E336046","SAM Prof 2 ","Batiment 3",93,276,46.5,17.9
"2025-11-24T05:34:39.515Z","24E124725E330652","Gardien - 29","Batiment 3",93,430,47,15.9
"2025-11-24T05:34:43.016Z","24E124725E332035","Salle de travail - 2","Batiment 4",93,315,39,19.9
"2025-11-24T05:35:11.782Z","24E124725E339027","Classe 16","Bâtiment 6",87,435,45.5,15.5
"2025-11-24T05:35:36.504Z","24E124725E331262","Classe 12","Batiment 5",92,426,42,17.4
"2025-11-24T05:35:40.235Z","24E124725E331454","Cantine","Batiment 1",93,391,48,16.6
"2025-11-24T05:36:08.703Z","24E124725E330593","Classe 10","Batiment 5",92,391,34,22.5
"2025-11-24T05:36:37.524Z","24E124725E339012","Conseiller - 18","Batiment 3",93,378,42,16.5
"2025-11-24T05:37:09.002Z","24E124725E330145","Reserve - 9 ","Batiment 2",99,505,46,18.9
"2025-11-24T05:37:11.400Z","24E124725E330837","Classe 5","Batiment 5",92,543,45,17.2
"2025-11-24T05:37:37.403Z","24E124725E331500","Labo - 8","Batiment 1",93,419,44,19.1
"2025-11-24T05:38:43.885Z","24E124725E331037","Salle de dessin 13","Batiment 5",93,381,46.5,15.1
"2025-11-24T05:39:12.182Z","24E124725E330689","Plonge","Batiment 2",99,178,55,14.9
"2025-11-24T05:39:12.404Z","24E124725E331618","Classe 1","Batiment 5",92,431,51,15.8
"2025-11-24T05:39:41.894Z","24E124725E331392","Salle des profs","Batiment 3",93,396,47.5,15.7
"2025-11-24T05:40:06.254Z","24E124725E338940","Sanitaire 1E - 5 ","Batiment 5",93,419,52.5,15.6
"2025-11-24T05:40:06.862Z","24E124725E330302","Classe 19","Bâtiment 6",87,455,48,16.2
"2025-11-24T05:40:12.206Z","24E124725E330664","Couloir 1e Bat 6","Bâtiment 6",88,428,51.5,16
"2025-11-24T05:40:13.877Z","24E124725E330738","Dépot 4 - 6","Bâtiment 6",87,236,53,14.1
"2025-11-24T05:40:39.962Z","24E124725E331502","WC - 11","Batiment 1",93,387,47,19.4
"2025-11-24T05:40:40.482Z","24E124725E331437","Classe 8","Batiment 5",99,345,47,15.8
"2025-11-24T05:41:08.921Z","24E124725E331504","Préau","Batiment 2",99,290,62,11.8
"2025-11-24T05:41:09.732Z","24E124725E331914","Orientation ","Batiment 3",93,385,50,17.6
"2025-11-24T05:41:11.423Z","24E124725E331515","Salle de réunion","Batiment 3",96,10000,46,15.5
"2025-11-24T05:41:40.972Z","24E124725E330109","Couloir RDC - 5 ","Batiment 5",98,400,49,16.1
"2025-11-24T05:42:37.732Z","24E124725E338938","Lingerie ","Batiment 3",93,363,47.5,16.1
"2025-11-24T05:42:44.551Z","24E124725E336466","Degagement - 3  bat 1","Batiment 1",93,465,50.5,17.2
"2025-11-24T05:43:08.335Z","24E124725E330658","Classe 30","Batiment 2",98,423,37.5,19.8
"2025-11-24T05:43:37.671Z","24E124725E333932","Classe 4","Bâtiment 5",92,664,48.5,15.9
"2025-11-24T05:43:39.654Z","24E124725E332202","Classe 18","Bâtiment 6",87,463,58,13.2
"2025-11-24T05:44:06.502Z","24E124725E330416","Salle des machines - 20","Batiment 3",93,415,44.5,17
"2025-11-24T05:44:42.134Z","24E124725E331472","Dépot 2 - 6","Bâtiment 6",87,416,44.5,18.2
"2025-11-24T05:45:10.881Z","24E124725E330455","Degagement 4 - 2","Batiment 2",100,230,49,15.6
"2025-11-24T05:45:11.144Z","24E124725E330755","Sanitaires Hommes 1E - 6 ","Bâtiment 6",87,488,54.5,15.4
"2025-11-24T05:45:12.733Z","24E124725E330878","Degagement 3 bat 3","Batiment 3",93,373,51,15.7
"2025-11-24T05:45:12.860Z","24E124725E338930","Couloir bureaux","Batiment 3",99,401,41.5,17.5
"2025-11-24T05:45:41.085Z","24E124725E331967","Classe 23","Bâtiment 6",87,424,47,16.5
"2025-11-24T05:46:41.985Z","24E124725E330680","Classe 21","Bâtiment 6",86,520,41,19
"2025-11-24T05:46:42.792Z","24E124725E331405","Cuisine ","Batiment 2",99,443,51,16.1
"2025-11-24T05:47:10.721Z","24E124725E335373","Classe 2","Batiment 5",92,411,47,16.1
"2025-11-24T05:48:08.461Z","24E124725E331267","Entrée - 18","Batiment 2",99,469,47.5,17.3
"2025-11-24T05:48:40.930Z","24E124725E338949","Salle 31 ","Batiment 1",93,457,48,16.9
"2025-11-24T05:49:08.983Z","24E124725E330344","Sanitaire 22","Batiment 3",99,385,51,16
"2025-11-24T05:49:39.681Z","24E124725E335870","Classe 13","Batiment 5",92,392,45,16.7
"2025-11-24T05:49:44.054Z","24E124725E336083","Salle étude 2","Bâtiment 7",88,212,47,16.9
"2025-11-24T05:50:10.300Z","24E124725E331396","Salle 34","Batiment 1",99,382,48.5,16.2
"2025-11-24T05:50:10.722Z","24E124725E330345","Salle de réunion - 32","Batiment 3",93,329,54.5,12.3
"2025-11-24T05:51:10.383Z","24E124725E331912","Classe 11","Batiment 5",99,392,43.5,16.8
"2025-11-24T05:51:14.470Z","24E124725E331314","Vestiaire 6","Bâtiment 6",88,356,72,14.9
"2025-11-24T05:52:09.492Z","24E124725E331230","Soins","Batiment 3",93,300,48,15.4
"2025-11-24T05:52:12.173Z","24E124725E331330","Couloir RDC Bat 6","Bâtiment 6",87,381,51.5,16.1
"2025-11-24T05:52:38.172Z","24E124725E335166","Depot 9","Batiment 5",99,275,50,14.9
"2025-11-24T05:54:04.560Z","24E124725E336069","Salle 33","Batiment 1",93,343,46,18.6
"2025-11-24T05:54:07.072Z","24E124725E331272","Bureau CPE - 1","Batiment 4",93,432,44.5,17.6
"2025-11-24T05:54:38.051Z","24E124725E331398","Labo - 6","Batiment 1",93,392,55.5,15.3
"2025-11-24T05:54:42.363Z","24E124725E336091","Salle 32","Batiment 1",93,337,27.5,28.7
"2025-11-24T05:54:43.943Z","24E124725E336062","Reserve 6","Batiment 2",99,432,31,26.5
"2025-11-24T05:55:06.613Z","24E124725E331960","Classe 22","Bâtiment 6",88,189,45.5,17.3
"2025-11-24T05:55:07.743Z","24E124725E330736","Salle étude 1","Batiment 8",98,308,50,15.8
"2025-11-24T05:55:09.211Z","24E124725E330630","Dépot 2 - 7","Bâtiment 7",87,463,56.5,14.2
"2025-11-24T05:55:38.883Z","24E124725E330427","Sanitaire - 9","Batiment 3",93,495,43,18.3
"2025-11-24T05:55:43.583Z","24E124725E330286","Classe 7","Batiment 5",93,331,44.5,16.1
"2025-11-24T05:56:06.020Z","24E124725E330532","Reserve - 11","Batiment 2",99,359,50.5,16.3
"2025-11-24T05:56:08.693Z","24E124725E331496","Classe 14","Batiment 5",93,429,44,16.5
"2025-11-24T05:56:37.981Z","24E124725E330620","Degagement 3 - 2","Batiment 2",99,376,44,16.8
"2025-11-24T05:57:07.420Z","24E124725E330753","SAM Prof 1 ","Batiment 3",99,439,49,16.1
"2025-11-24T05:57:08.374Z","24E124725E331183","WC Personnel -- 20","Batiment 2",99,302,51.5,16.2
"2025-11-24T05:57:08.819Z","24E124725E331235","Sanitaire RDC - 5 ","Batiment 5",98,408,48.5,16.2
"2025-11-24T05:57:41.529Z","24E124725E330953","CDI","Batiment 3",93,418,45.5,15.6
"2025-11-24T05:58:37.851Z","24E124725E331366","Classe 6","Batiment 5",93,372,43,16.7
